textID,sortedAnswerList
428_5,-1
429_1,4
429_2,4
429_3,-1
429_4,-1
429_5,-1
430_1,8
430_2,4
430_3,-1
430_4,-1
430_5,-1
431_1,9
431_2,-1
431_3,-1
431_4,-1
431_5,-1
432_1,8
432_2,-1
432_3,29
432_4,4
432_5,-1
433_1,4
433_2,-1
433_3,4 29
433_4,29
433_5,-1
434_1,4
434_2,4
434_3,36
434_4,36 49
434_5,36 49
435_1,14
435_2,14
435_3,-1
435_4,27
435_5,-1
436_1,-1
436_2,23
436_3,4
436_4,4
436_5,23
437_1,14
437_2,14
437_3,14
437_4,-1
437_5,68
438_1,8
438_2,4
438_3,16
438_4,4
438_5,-1
439_1,19
439_2,19 27
439_3,19 27
439_4,19
439_5,-1
440_1,-1
440_2,-1
440_3,-1
440_4,-1
440_5,-1
441_1,4 8
441_2,4 8
441_3,4 8
441_4,-1
441_5,-1
442_1,34
442_2,-1
442_3,34
442_4,34
442_5,-1
443_1,4 8
443_2,21
443_3,21
443_4,-1
443_5,-1
444_1,9
444_2,9
444_3,9
444_4,44
444_5,44
445_1,14
445_2,14 22
445_3,-1
445_4,22
445_5,14
446_1,19
446_2,19
446_3,19
446_4,19
446_5,19
447_1,9
447_2,-1
447_3,-1
447_4,-1
447_5,9
448_1,4
448_2,4 17
448_3,-1
448_4,4
448_5,4
449_1,4
449_2,4
449_3,-1
449_4,-1
449_5,-1
450_1,-1
450_2,18
450_3,18
450_4,-1
450_5,-1
451_1,14
451_2,14
451_3,-1
451_4,-1
451_5,-1
452_1,14
452_2,-1
452_3,-1
452_4,-1
452_5,-1
453_1,4
453_2,-1
453_3,-1
453_4,-1
453_5,4 22
454_1,4
454_2,4
454_3,4
454_4,-1
454_5,-1
455_1,9
455_2,-1
455_3,-1
455_4,-1
455_5,-1
456_1,4
456_2,-1
456_3,-1
456_4,4
456_5,8 29
457_1,4
457_2,-1
457_3,35
457_4,35
457_5,-1
458_1,9
458_2,9
458_3,9
458_4,9
458_5,-1
459_1,9
459_2,9
459_3,17
459_4,9
459_5,9
460_1,9
460_2,-1
460_3,9
460_4,-1
460_5,9 61
461_1,19
461_2,19
461_3,19
461_4,55
461_5,19
462_1,24
462_2,24 32
462_3,-1
462_4,24 32
462_5,32
463_1,8
463_2,-1
463_3,8
463_4,-1
463_5,-1
464_1,4
464_2,4 17
464_3,4
464_4,4
464_5,4 17
465_1,4
465_2,-1
465_3,-1
465_4,-1
465_5,-1
466_1,4
466_2,21
466_3,4 21
466_4,4 21
466_5,-1
467_1,9
467_2,9 17
467_3,9
467_4,9
467_5,-1
468_1,14
468_2,14 22
468_3,14 22
468_4,14
468_5,-1
469_1,9
469_2,9 22
469_3,22
469_4,9 22
469_5,9 22
470_1,4
470_2,4 17
470_3,4 17
470_4,4
470_5,-1
471_1,4
471_2,4
471_3,-1
471_4,4
471_5,22
472_1,8
472_2,4
472_3,8
472_4,-1
472_5,-1
473_1,4
473_2,8
473_3,-1
473_4,4 48
473_5,-1
474_1,19
474_2,19
474_3,19
474_4,-1
474_5,73
475_1,14
475_2,14
475_3,-1
475_4,-1
475_5,-1
476_1,4
476_2,-1
476_3,-1
476_4,32
476_5,-1
477_1,4
477_2,4
477_3,-1
477_4,4
477_5,-1
478_1,9
478_2,-1
478_3,-1
478_4,-1
478_5,-1
479_1,59
479_2,59
479_3,59 86
479_4,59 86
479_5,-1
480_1,4
480_2,-1
480_3,-1
480_4,-1
480_5,4
481_1,9
481_2,9
481_3,-1
481_4,9
481_5,31
482_1,-1
482_2,4 22
482_3,22
482_4,48
482_5,48
483_1,9
483_2,17
483_3,-1
483_4,-1
483_5,17
484_1,4
484_2,-1
484_3,-1
484_4,8
484_5,50
485_1,-1
485_2,21
485_3,21
485_4,-1
485_5,-1
486_1,9
486_2,9
486_3,9
486_4,-1
486_5,-1
487_1,4
487_2,4
487_3,-1
487_4,4
487_5,4
488_1,14
488_2,14 22
488_3,-1
488_4,-1
488_5,22
489_1,4
489_2,-1
489_3,-1
489_4,-1
489_5,-1
490_1,24
490_2,24
490_3,24
490_4,24
490_5,24
491_1,4 8
491_2,4
491_3,-1
491_4,8
491_5,8
492_1,19
492_2,19 27
492_3,27
492_4,31
492_5,-1
493_1,9
493_2,9
493_3,-1
493_4,50
493_5,-1
494_1,8
494_2,-1
494_3,-1
494_4,-1
494_5,-1
495_1,4
495_2,-1
495_3,-1
495_4,-1
495_5,-1
496_1,19
496_2,19
496_3,19
496_4,-1
496_5,19
497_1,4
497_2,-1
497_3,36
497_4,49
497_5,-1
498_1,4
498_2,-1
498_3,4
498_4,-1
498_5,8
499_1,49
499_2,49
499_3,-1
499_4,-1
499_5,49
500_1,9
500_2,9
500_3,9
500_4,9
500_5,-1
501_1,4
501_2,4
501_3,4
501_4,-1
501_5,-1
502_1,24
502_2,24 32
502_3,45
502_4,32
502_5,32
503_1,9
503_2,-1
503_3,-1
503_4,45
503_5,-1
504_1,29
504_2,-1
504_3,29
504_4,29
504_5,82
505_1,14
505_2,14
505_3,-1
505_4,14
505_5,-1
506_1,4
506_2,4
506_3,17
506_4,-1
506_5,-1
507_1,14
507_2,14
507_3,-1
507_4,-1
507_5,-1
508_1,14
508_2,-1
508_3,14
508_4,41
508_5,14
509_1,9
509_2,9 17
509_3,9 17
509_4,49
509_5,49
510_1,4
510_2,-1
510_3,-1
510_4,4
510_5,-1
511_1,4
511_2,22
511_3,-1
511_4,-1
511_5,4
512_1,9
512_2,9 22
512_3,22
512_4,-1
512_5,-1
513_1,4
513_2,4
513_3,22
513_4,30
513_5,22 30
514_1,9
514_2,9
514_3,9
514_4,-1
514_5,62
515_1,4 8
515_2,-1
515_3,-1
515_4,-1
515_5,-1
516_1,14
516_2,-1
516_3,-1
516_4,-1
516_5,-1
517_1,4
517_2,-1
517_3,-1
517_4,-1
517_5,-1
518_1,9
518_2,-1
518_3,-1
518_4,-1
518_5,-1
519_1,9
519_2,-1
519_3,37
519_4,9 37
519_5,37
520_1,29
520_2,29
520_3,29
520_4,-1
520_5,51
521_1,9
521_2,-1
521_3,-1
521_4,-1
521_5,9
522_1,4
522_2,22
522_3,-1
522_4,22
522_5,-1
523_1,9
523_2,-1
523_3,-1
523_4,9
523_5,9 64
524_1,4
524_2,4
524_3,4
524_4,-1
524_5,-1
525_1,34
525_2,47
525_3,47
525_4,-1
525_5,81
526_1,4
526_2,4
526_3,-1
526_4,4
526_5,64
527_1,8
527_2,4
527_3,4
527_4,4
527_5,-1
528_1,4 8
528_2,-1
528_3,-1
528_4,50
528_5,-1
529_1,14
529_2,22
529_3,14
529_4,-1
529_5,-1
530_1,24
530_2,-1
530_3,-1
530_4,-1
530_5,-1
531_1,9
531_2,-1
531_3,-1
531_4,-1
531_5,63
532_1,39
532_2,-1
532_3,-1
532_4,-1
532_5,39
533_1,24
533_2,-1
533_3,-1
533_4,-1
533_5,-1
534_1,9
534_2,-1
534_3,-1
534_4,-1
534_5,-1
535_1,4
535_2,17
535_3,17 36
535_4,36
535_5,-1
536_1,4
536_2,4
536_3,-1
536_4,-1
536_5,-1
537_1,4
537_2,-1
537_3,-1
537_4,-1
537_5,-1
538_1,19
538_2,19
538_3,-1
538_4,19
538_5,19
539_1,9
539_2,-1
539_3,17
539_4,35
539_5,17
540_1,9
540_2,9
540_3,-1
540_4,-1
540_5,-1
541_1,9
541_2,-1
541_3,-1
541_4,-1
541_5,-1
542_1,-1
542_2,-1
542_3,22
542_4,4
542_5,-1
543_1,-1
543_2,-1
543_3,-1
543_4,-1
543_5,4
544_1,9
544_2,-1
544_3,21
544_4,21
544_5,-1
545_1,24
545_2,24
545_3,24
545_4,-1
545_5,-1
546_1,9
546_2,-1
546_3,30
546_4,43
546_5,43
547_1,4
547_2,4
547_3,-1
547_4,4
547_5,4
548_1,4
548_2,4
548_3,4
548_4,-1
548_5,4
549_1,9
549_2,-1
549_3,-1
549_4,-1
549_5,-1
550_1,19
550_2,-1
550_3,19
550_4,-1
550_5,19 55
551_1,39
551_2,-1
551_3,-1
551_4,-1
551_5,-1
552_1,4 8
552_2,4 8
552_3,4
552_4,-1
552_5,-1
553_1,14
553_2,-1
553_3,-1
553_4,14
553_5,-1
554_1,4
554_2,-1
554_3,-1
554_4,45
554_5,-1
555_1,9
555_2,-1
555_3,9
555_4,-1
555_5,9
556_1,8
556_2,4
556_3,-1
556_4,4
556_5,4
557_1,4
557_2,-1
557_3,-1
557_4,4
557_5,4
558_1,4 8
558_2,4 8
558_3,8
558_4,-1
558_5,62
559_1,14
559_2,14
559_3,-1
559_4,-1
559_5,14
560_1,19
560_2,19
560_3,19
560_4,19
560_5,-1
561_1,34
561_2,34 42
561_3,34
561_4,34
561_5,42
562_1,4
562_2,4
562_3,4
562_4,-1
562_5,-1
563_1,4
563_2,4
563_3,4 31
563_4,-1
563_5,-1
564_1,-1
564_2,-1
564_3,-1
564_4,30
564_5,30
565_1,24
565_2,24 37
565_3,24 37
565_4,37
565_5,24
566_1,9
566_2,-1
566_3,9
566_4,-1
566_5,-1
567_1,9
567_2,-1
567_3,-1
567_4,9 31
567_5,9
568_1,9
568_2,-1
568_3,9
568_4,-1
568_5,-1
569_1,9
569_2,-1
569_3,9
569_4,-1
569_5,-1
570_1,4
570_2,4 17
570_3,-1
570_4,-1
570_5,4
571_1,9
571_2,22
571_3,22
571_4,-1
571_5,9
572_1,4 8
572_2,22
572_3,4 8
572_4,-1
572_5,8
573_1,4
573_2,4 17
573_3,4
573_4,-1
573_5,-1
574_1,9
574_2,-1
574_3,-1
574_4,-1
574_5,-1
575_1,9
575_2,9
575_3,-1
575_4,-1
575_5,-1
576_1,9
576_2,-1
576_3,-1
576_4,-1
576_5,-1
577_1,39
577_2,39
577_3,-1
577_4,-1
577_5,-1
578_1,4
578_2,-1
578_3,4
578_4,-1
578_5,4
579_1,4
579_2,-1
579_3,-1
579_4,50
579_5,-1
580_1,8
580_2,4
580_3,4
580_4,4
580_5,8
581_1,14
581_2,-1
581_3,-1
581_4,14
581_5,-1
582_1,9
582_2,-1
582_3,-1
582_4,9
582_5,-1
583_1,4
583_2,-1
583_3,-1
583_4,4
583_5,4
584_1,4
584_2,-1
584_3,-1
584_4,-1
584_5,4
585_1,19
585_2,19
585_3,-1
585_4,19
585_5,-1
586_1,4
586_2,4
586_3,-1
586_4,-1
586_5,8
587_1,4
587_2,17
587_3,17
587_4,4
587_5,-1
588_1,-1
588_2,4
588_3,-1
588_4,4
588_5,4 62
589_1,9
589_2,9
589_3,-1
589_4,45
589_5,45
590_1,-1
590_2,21
590_3,34
590_4,21 34
590_5,4
591_1,9
591_2,9
591_3,-1
591_4,-1
591_5,9
592_1,9
592_2,9
592_3,9
592_4,-1
592_5,-1
593_1,14
593_2,-1
593_3,14
593_4,-1
593_5,14
594_1,9
594_2,22
594_3,-1
594_4,-1
594_5,-1
595_1,4
595_2,4
595_3,4
595_4,4
595_5,-1
596_1,9
596_2,-1
596_3,9
596_4,9
596_5,-1
597_1,-1
597_2,22
597_3,4 30
597_4,30
597_5,-1
598_1,4 8
598_2,-1
598_3,4
598_4,-1
598_5,-1
599_1,8
599_2,8
599_3,4
599_4,4
599_5,4
600_1,4 8
600_2,16
600_3,8
600_4,-1
600_5,16
601_1,-1
601_2,4
601_3,4
601_4,4
601_5,-1
602_1,8
602_2,8
602_3,-1
602_4,8
602_5,-1
603_1,9
603_2,-1
603_3,9
603_4,17
603_5,17 63
604_1,14
604_2,14
604_3,-1
604_4,14
604_5,14
605_1,19
605_2,-1
605_3,-1
605_4,-1
605_5,-1
606_1,-1
606_2,-1
606_3,4
606_4,-1
606_5,4
607_1,34
607_2,34
607_3,34
607_4,34 56
607_5,34 56
608_1,9
608_2,-1
608_3,36
608_4,36
608_5,36
609_1,14
609_2,14
609_3,14
609_4,14 55
609_5,55 63
610_1,9
610_2,-1
610_3,-1
610_4,-1
610_5,-1
611_1,4
611_2,4
611_3,-1
611_4,-1
611_5,-1
612_1,-1
612_2,16
612_3,4
612_4,4
612_5,-1
613_1,9
613_2,9 22
613_3,9
613_4,-1
613_5,-1
614_1,4 8
614_2,8
614_3,4
614_4,-1
614_5,4
615_1,24
615_2,-1
615_3,45 49
615_4,49
615_5,24
616_1,8
616_2,4
616_3,-1
616_4,4
616_5,-1
617_1,4
617_2,4
617_3,36
617_4,4
617_5,-1
618_1,9
618_2,9
618_3,-1
618_4,-1
618_5,-1
619_1,4
619_2,4
619_3,-1
619_4,-1
619_5,-1
620_1,9
620_2,-1
620_3,36
620_4,36
620_5,9
621_1,4 8
621_2,4 8
621_3,4 8
621_4,4
621_5,4 62
622_1,14
622_2,14
622_3,14
622_4,-1
622_5,-1
623_1,19
623_2,19
623_3,41
623_4,-1
623_5,-1
624_1,4
624_2,8
624_3,4
624_4,-1
624_5,-1
625_1,4
625_2,4
625_3,-1
625_4,4
625_5,-1
626_1,4
626_2,4
626_3,-1
626_4,-1
626_5,-1
627_1,4 8
627_2,8
627_3,8
627_4,8
627_5,-1
628_1,4
628_2,-1
628_3,4 35
628_4,4 35
628_5,35
629_1,4
629_2,4
629_3,4
629_4,4
629_5,4
630_1,14
630_2,-1
630_3,-1
630_4,-1
630_5,-1
631_1,-1
631_2,21
631_3,-1
631_4,21
631_5,21
632_1,4
632_2,4 17
632_3,4
632_4,-1
632_5,-1
633_1,9
633_2,9
633_3,9
633_4,-1
633_5,9
634_1,4 8
634_2,8
634_3,-1
634_4,-1
634_5,-1
635_1,4
635_2,4 8
635_3,-1
635_4,-1
635_5,-1
636_1,9
636_2,17
636_3,9
636_4,17
636_5,-1
637_1,9
637_2,-1
637_3,9
637_4,36
637_5,36
638_1,9
638_2,-1
638_3,32
638_4,-1
638_5,9
639_1,-1
639_2,-1
639_3,-1
639_4,-1
639_5,44
640_1,9
640_2,9
640_3,-1
640_4,-1
640_5,-1
641_1,4
641_2,4
641_3,-1
641_4,43
641_5,4
642_1,-1
642_2,16
642_3,16
642_4,-1
642_5,16
643_1,9
643_2,-1
643_3,32
643_4,-1
643_5,-1
644_1,4
644_2,-1
644_3,-1
644_4,-1
644_5,-1
645_1,9
645_2,-1
645_3,-1
645_4,-1
645_5,-1
646_1,14
646_2,14
646_3,22
646_4,-1
646_5,62
647_1,24
647_2,24
647_3,24
647_4,60
647_5,24 60
648_1,14
648_2,14 22
648_3,14 22
648_4,14
648_5,-1
649_1,9
649_2,9 17
649_3,-1
649_4,17
649_5,60
650_1,9
650_2,-1
650_3,31
650_4,31
650_5,-1
651_1,9
651_2,9
651_3,9 22
651_4,-1
651_5,-1
652_1,9
652_2,9 17
652_3,9 17
652_4,17
652_5,30
653_1,9
653_2,9
653_3,17 21
653_4,-1
653_5,17
654_1,9
654_2,-1
654_3,-1
654_4,9 36
654_5,36
655_1,14
655_2,-1
655_3,-1
655_4,-1
655_5,14
656_1,4
656_2,4
656_3,4
656_4,4
656_5,-1
657_1,9
657_2,9
657_3,-1
657_4,-1
657_5,9
658_1,9
658_2,9
658_3,-1
658_4,-1
658_5,9
659_1,4
659_2,8 21
659_3,4
659_4,-1
659_5,8
660_1,14
660_2,-1
660_3,14
660_4,-1
660_5,14
661_1,-1
661_2,22
661_3,4
661_4,-1
661_5,-1
662_1,14
662_2,22
662_3,22
662_4,-1
662_5,-1
663_1,24
663_2,-1
663_3,-1
663_4,66
663_5,-1
664_1,4
664_2,-1
664_3,-1
664_4,-1
664_5,-1
665_1,4
665_2,-1
665_3,-1
665_4,4
665_5,4
666_1,4
666_2,-1
666_3,4
666_4,4 43
666_5,43
667_1,9
667_2,-1
667_3,36
667_4,-1
667_5,36
668_1,14
668_2,-1
668_3,-1
668_4,-1
668_5,-1
669_1,9
669_2,9
669_3,-1
669_4,-1
669_5,9
670_1,14
670_2,-1
670_3,-1
670_4,14
670_5,14
671_1,9
671_2,-1
671_3,9
671_4,-1
671_5,9
672_1,19
672_2,-1
672_3,19
672_4,19
672_5,19
673_1,4
673_2,8
673_3,8
673_4,-1
673_5,-1
674_1,19
674_2,19
674_3,-1
674_4,19
674_5,-1
675_1,4
675_2,4
675_3,37
675_4,-1
675_5,-1
676_1,54
676_2,54
676_3,54
676_4,54
676_5,-1
677_1,-1
677_2,16
677_3,16
677_4,-1
677_5,16
678_1,4
678_2,-1
678_3,32
678_4,32
678_5,36
679_1,19
679_2,19
679_3,19
679_4,19
679_5,19
680_1,14
680_2,-1
680_3,-1
680_4,-1
680_5,68
681_1,4
681_2,4 22
681_3,36
681_4,-1
681_5,22
682_1,14
682_2,22
682_3,-1
682_4,22 35
682_5,-1
683_1,9
683_2,-1
683_3,-1
683_4,9
683_5,-1
684_1,19
684_2,19 32
684_3,19
684_4,32
684_5,32
685_1,4
685_2,-1
685_3,-1
685_4,-1
685_5,-1
686_1,4
686_2,-1
686_3,-1
686_4,4
686_5,-1
687_1,-1
687_2,-1
687_3,4
687_4,-1
687_5,4
688_1,4
688_2,4
688_3,-1
688_4,4
688_5,-1
689_1,14
689_2,-1
689_3,-1
689_4,-1
689_5,22
690_1,4
690_2,4
690_3,-1
690_4,-1
690_5,-1
691_1,9
691_2,9 22
691_3,9 22
691_4,9
691_5,-1
692_1,-1
692_2,23
692_3,37
692_4,37
692_5,37
693_1,9
693_2,17
693_3,9
693_4,9
693_5,-1
694_1,14
694_2,-1
694_3,36
694_4,-1
694_5,36
695_1,9
695_2,9
695_3,31
695_4,31
695_5,9 31
696_1,4
696_2,8
696_3,4
696_4,8 30
696_5,4
697_1,4 8
697_2,4 8
697_3,-1
697_4,4
697_5,-1
698_1,24
698_2,24
698_3,24 51
698_4,51
698_5,24
699_1,9
699_2,-1
699_3,9
699_4,9
699_5,35
700_1,4
700_2,17
700_3,-1
700_4,17
700_5,-1
701_1,19
701_2,19
701_3,-1
701_4,56
701_5,56
702_1,4
702_2,4
702_3,-1
702_4,-1
702_5,4
703_1,19
703_2,19
703_3,44
703_4,-1
703_5,44
704_1,9
704_2,-1
704_3,-1
704_4,-1
704_5,-1
705_1,9
705_2,-1
705_3,-1
705_4,9
705_5,9
706_1,14
706_2,14
706_3,14
706_4,14
706_5,-1
707_1,19
707_2,-1
707_3,19
707_4,-1
707_5,19
708_1,4
708_2,-1
708_3,-1
708_4,-1
708_5,-1
709_1,-1
709_2,16
709_3,16
709_4,-1
709_5,-1
710_1,9
710_2,-1
710_3,-1
710_4,44
710_5,-1
711_1,14
711_2,14 27
711_3,14 27
711_4,14 27
711_5,-1
712_1,14
712_2,22
712_3,14
712_4,-1
712_5,-1
713_1,14
713_2,14
713_3,14
713_4,-1
713_5,-1
714_1,4
714_2,-1
714_3,-1
714_4,22
714_5,22
715_1,29
715_2,-1
715_3,-1
715_4,-1
715_5,29
716_1,9
716_2,9
716_3,9
716_4,9
716_5,9
717_1,9
717_2,9
717_3,-1
717_4,9
717_5,-1
718_1,4
718_2,4
718_3,-1
718_4,-1
718_5,-1
719_1,8
719_2,8
719_3,-1
719_4,-1
719_5,8
720_1,14
720_2,14
720_3,-1
720_4,-1
720_5,-1
721_1,4
721_2,4
721_3,-1
721_4,-1
721_5,-1
722_1,4
722_2,4
722_3,4
722_4,-1
722_5,-1
723_1,24
723_2,-1
723_3,24
723_4,24
723_5,-1
724_1,8
724_2,8
724_3,-1
724_4,-1
724_5,-1
725_1,4 8
725_2,4 8
725_3,4 8
725_4,30
725_5,4 8
726_1,64
726_2,64
726_3,-1
726_4,-1
726_5,-1
727_1,9
727_2,9 17
727_3,-1
727_4,49
727_5,49
728_1,19
728_2,19
728_3,19
728_4,-1
728_5,-1
729_1,14
729_2,-1
729_3,-1
729_4,-1
729_5,-1
730_1,4
730_2,-1
730_3,36
730_4,-1
730_5,-1
731_1,-1
731_2,22
731_3,22
731_4,-1
731_5,18
732_1,4
732_2,-1
732_3,-1
732_4,-1
732_5,-1
733_1,14
733_2,22
733_3,40
733_4,40
733_5,-1
734_1,4
734_2,4
734_3,-1
734_4,4
734_5,59
735_1,9
735_2,-1
735_3,9
735_4,9
735_5,62
736_1,4
736_2,-1
736_3,-1
736_4,-1
736_5,-1
737_1,9
737_2,-1
737_3,-1
737_4,50
737_5,-1
738_1,19
738_2,19 32
738_3,-1
738_4,19
738_5,32
739_1,4
739_2,4
739_3,8
739_4,-1
739_5,30
740_1,4
740_2,-1
740_3,-1
740_4,-1
740_5,57
741_1,4
741_2,-1
741_3,34
741_4,-1
741_5,34
742_1,9
742_2,9
742_3,-1
742_4,-1
742_5,9
743_1,9
743_2,9
743_3,-1
743_4,9
743_5,9
744_1,4
744_2,-1
744_3,-1
744_4,-1
744_5,-1
745_1,-1
745_2,-1
745_3,-1
745_4,21
745_5,-1
746_1,29
746_2,-1
746_3,-1
746_4,-1
746_5,-1
747_1,29
747_2,29
747_3,-1
747_4,-1
747_5,-1
748_1,9
748_2,17
748_3,36
748_4,17
748_5,36
749_1,4
749_2,-1
749_3,-1
749_4,45
749_5,4 45
750_1,4
750_2,4 17
750_3,-1
750_4,-1
750_5,4
751_1,4 8
751_2,21
751_3,4 8
751_4,4
751_5,-1
752_1,14
752_2,14 22
752_3,14
752_4,14
752_5,-1
753_1,4
753_2,-1
753_3,36
753_4,-1
753_5,36
754_1,9
754_2,9
754_3,-1
754_4,-1
754_5,31 61
755_1,9
755_2,9
755_3,-1
755_4,-1
755_5,-1
756_1,14
756_2,-1
756_3,14
756_4,48 52
756_5,-1
757_1,4
757_2,-1
757_3,-1
757_4,-1
757_5,-1
758_1,-1
758_2,23
758_3,-1
758_4,-1
758_5,-1
759_1,54
759_2,-1
759_3,-1
759_4,-1
759_5,-1
760_1,9
760_2,17
760_3,17
760_4,17
760_5,-1
761_1,14
761_2,14
761_3,-1
761_4,-1
761_5,-1
762_1,-1
762_2,-1
762_3,-1
762_4,4
762_5,58
763_1,19
763_2,19
763_3,19
763_4,60
763_5,19
764_1,14
764_2,14
764_3,-1
764_4,14
764_5,14
765_1,4
765_2,4
765_3,36
765_4,-1
765_5,36
766_1,4
766_2,-1
766_3,4
766_4,-1
766_5,4
767_1,4
767_2,-1
767_3,-1
767_4,4
767_5,-1
768_1,9
768_2,-1
768_3,9
768_4,9
768_5,-1
769_1,8
769_2,4
769_3,16
769_4,-1
769_5,16
770_1,-1
770_2,16 20
770_3,16 20
770_4,20
770_5,-1
771_1,24
771_2,24
771_3,46
771_4,24
771_5,24
772_1,4
772_2,8
772_3,-1
772_4,-1
772_5,8
773_1,8
773_2,8
773_3,8
773_4,4
773_5,-1
774_1,4
774_2,4
774_3,4
774_4,-1
774_5,-1
775_1,4
775_2,8
775_3,-1
775_4,4
775_5,-1
776_1,19
776_2,19
776_3,19
776_4,19
776_5,19 67
777_1,9
777_2,9
777_3,9 31
777_4,9 31
777_5,-1
778_1,4
778_2,-1
778_3,-1
778_4,-1
778_5,46
779_1,14
779_2,14 27
779_3,14
779_4,14
779_5,14
780_1,4
780_2,-1
780_3,-1
780_4,4
780_5,-1
781_1,9
781_2,9
781_3,-1
781_4,9
781_5,-1
782_1,9
782_2,9
782_3,34
782_4,34
782_5,-1
783_1,19
783_2,19
783_3,19
783_4,-1
783_5,19
784_1,-1
784_2,-1
784_3,-1
784_4,4 43
784_5,-1
785_1,-1
785_2,16
785_3,-1
785_4,16
785_5,4 56
786_1,59
786_2,59
786_3,-1
786_4,59
786_5,59
787_1,4
787_2,4
787_3,31
787_4,4
787_5,4
788_1,4
788_2,4
788_3,-1
788_4,-1
788_5,-1
789_1,14
789_2,26
789_3,26
789_4,26
789_5,66
790_1,4
790_2,-1
790_3,8
790_4,-1
790_5,-1
791_1,29
791_2,29
791_3,-1
791_4,-1
791_5,-1
792_1,4
792_2,4 17
792_3,4 17
792_4,48
792_5,4
793_1,8
793_2,4
793_3,4
793_4,-1
793_5,-1
794_1,39
794_2,-1
794_3,39
794_4,-1
794_5,93
795_1,9
795_2,-1
795_3,37
795_4,-1
795_5,-1
796_1,9
796_2,9
796_3,-1
796_4,22
796_5,-1
797_1,8
797_2,-1
797_3,-1
797_4,-1
797_5,-1
798_1,9
798_2,9
798_3,9
798_4,9
798_5,9
799_1,9
799_2,9
799_3,9
799_4,9
799_5,9
800_1,14
800_2,22
800_3,-1
800_4,-1
800_5,14 22
801_1,9
801_2,-1
801_3,9
801_4,44
801_5,9
802_1,24
802_2,24
802_3,-1
802_4,-1
802_5,24
803_1,14
803_2,-1
803_3,22
803_4,22
803_5,-1
804_1,8
804_2,8
804_3,-1
804_4,-1
804_5,-1
805_1,4
805_2,-1
805_3,-1
805_4,4 37
805_5,-1
806_1,29
806_2,29
806_3,29
806_4,29 65
806_5,29
807_1,-1
807_2,4
807_3,-1
807_4,4 43
807_5,-1
808_1,39
808_2,39
808_3,39
808_4,39
808_5,39
809_1,9
809_2,-1
809_3,-1
809_4,9
809_5,9
810_1,9
810_2,-1
810_3,-1
810_4,-1
810_5,-1
811_1,4 8
811_2,8
811_3,8 16
811_4,8
811_5,-1
812_1,14
812_2,14
812_3,14
812_4,14
812_5,-1
813_1,14
813_2,-1
813_3,22
813_4,22
813_5,22
814_1,14
814_2,14
814_3,14
814_4,41
814_5,-1
815_1,29
815_2,37
815_3,-1
815_4,-1
815_5,-1
816_1,9
816_2,-1
816_3,-1
816_4,49
816_5,-1
817_1,14
817_2,-1
817_3,14
817_4,-1
817_5,-1
818_1,4
818_2,8
818_3,-1
818_4,4
818_5,-1
819_1,9
819_2,9
819_3,-1
819_4,29
819_5,-1
820_1,8
820_2,16
820_3,8
820_4,8
820_5,-1
821_1,29
821_2,-1
821_3,-1
821_4,29
821_5,-1
822_1,29
822_2,-1
822_3,57
822_4,29
822_5,-1
823_1,-1
823_2,4
823_3,4
823_4,4
823_5,-1
824_1,19
824_2,31
824_3,31
824_4,-1
824_5,72
825_1,14
825_2,27
825_3,-1
825_4,-1
825_5,27
826_1,4
826_2,4
826_3,4
826_4,-1
826_5,-1
827_1,8
827_2,-1
827_3,4
827_4,4
827_5,-1
828_1,9
828_2,-1
828_3,-1
828_4,-1
828_5,-1
829_1,4
829_2,-1
829_3,30
829_4,4 30
829_5,4 30
830_1,4
830_2,4
830_3,4 36
830_4,4 36
830_5,-1
831_1,4
831_2,4
831_3,4
831_4,4
831_5,4
832_1,9
832_2,9 22
832_3,9
832_4,-1
832_5,-1
833_1,8
833_2,8
833_3,-1
833_4,4
833_5,4 61
834_1,4
834_2,4
834_3,4
834_4,-1
834_5,62
835_1,4
835_2,4
835_3,-1
835_4,-1
835_5,4
836_1,4
836_2,4
836_3,-1
836_4,-1
836_5,64
837_1,4
837_2,17
837_3,-1
837_4,17
837_5,17
838_1,14
838_2,14 22
838_3,14 22
838_4,14
838_5,14
839_1,14
839_2,14
839_3,-1
839_4,-1
839_5,-1
840_1,4 8
840_2,8
840_3,4
840_4,8
840_5,4
841_1,14
841_2,-1
841_3,14
841_4,14
841_5,14
842_1,9
842_2,9
842_3,-1
842_4,9
842_5,9
843_1,4
843_2,-1
843_3,4
843_4,4
843_5,4
844_1,4
844_2,22
844_3,4
844_4,22
844_5,4
845_1,4
845_2,4 17
845_3,-1
845_4,-1
845_5,-1
846_1,4
846_2,-1
846_3,-1
846_4,-1
846_5,-1
847_1,9
847_2,-1
847_3,9
847_4,-1
847_5,-1
848_1,59
848_2,59
848_3,-1
848_4,59
848_5,59
849_1,9
849_2,9
849_3,9
849_4,9
849_5,-1
850_1,44
850_2,-1
850_3,-1
850_4,-1
850_5,-1
851_1,4
851_2,-1
851_3,4
851_4,-1
851_5,4
852_1,9
852_2,9
852_3,-1
852_4,9
852_5,-1
853_1,9
853_2,9 22
853_3,-1
853_4,9
853_5,-1
854_1,9
854_2,17
854_3,17
854_4,9 17
854_5,9
855_1,8
855_2,4 8
855_3,4 8
855_4,4
855_5,-1
856_1,4 8
856_2,4
856_3,-1
856_4,8
856_5,-1
